Package,LibPath,Version,Priority,Depends,Imports,NeedsCompilation,Built,where_at,source
s2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.6,NA,R (>= 3.0.0),"Rcpp, wk",yes,4.1.0,CRAN,NA
santoku,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.0,NA,NA,"Rcpp, assertthat, lifecycle, vctrs",yes,4.1.0,CRAN,NA
sass,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.0.9000,NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",yes,4.1.0,rstudio/sass,GitHub
satellite,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.2,NA,"R (>= 2.10), raster, methods, utils, stats, grDevices,
graphics","plyr, Rcpp (>= 0.10.3), tools, stats4",yes,4.1.0,CRAN,NA
scales,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.1,NA,R (>= 3.2),"farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite",no,4.1.0,CRAN,NA
scatterD3,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9.2,NA,NA,"htmlwidgets, digest, ellipse",no,4.1.0,CRAN,NA
scatterplot3d,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3-41,NA,R (>= 2.7.0),"grDevices, graphics, stats",no,4.1.0,CRAN,NA
schrute,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.2,NA,R (>= 2.10),"dplyr, ggplot2, magrittr, stringi, stringr, tibble, tidyr,
tidytext",no,4.1.0,CRAN,NA
scico,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0,NA,R (>= 2.10),grDevices,no,4.1.0,CRAN,NA
scrapeR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.6,NA,"XML,RCurl",NA,NA,4.1.0,CRAN,NA
selectr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4-2,NA,R (>= 3.0),"methods, stringr, R6",no,4.1.0,CRAN,NA
semver,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,NA,"Rcpp (>= 0.12.8), assertthat, utils",yes,4.1.0,CRAN,NA
servr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.22,NA,R (>= 3.0.0),"mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite",no,4.1.0,CRAN,NA
sessioninfo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.1,NA,NA,"cli, tools, utils, withr",no,4.1.0,CRAN,NA
sf,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9-8,NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils",yes,4.1.0,CRAN,NA
sfheaders,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.0,NA,NA,"geometries (>= 0.2.0), Rcpp",yes,4.1.0,CRAN,NA
shape,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.5,NA,R (>= 2.01),"stats, graphics, grDevices",no,4.1.0,CRAN,NA
shiny,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.6.0.9000,NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.2.1), htmltools (>=
0.5.1.9003), R6 (>= 2.0), sourcetools, later (>= 1.0.0),
promises (>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap
(>= 1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib
(>= 0.2.4.9003), cachem, ellipsis, lifecycle (>= 0.2.0)",no,4.1.0,rstudio/shiny,GitHub
shinyAce,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.1,NA,R (>= 3.3.0),"shiny (>= 1.0.5), jsonlite, utils, tools",no,4.1.0,CRAN,NA
shinyBS,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.61,NA,NA,"shiny (>= 0.11), htmltools",no,4.1.0,CRAN,NA
shinydashboard,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.1,NA,R (>= 3.0),"utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",no,4.1.0,CRAN,NA
shinyjs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.0,NA,R (>= 3.1.0),"digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",no,4.1.0,CRAN,NA
shinystan,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.5.0,NA,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",no,4.1.0,CRAN,NA
shinythemes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.0,NA,R (>= 3.0.0),shiny (>= 0.11),no,4.1.0,CRAN,NA
showimage,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,NA,"png, tools",no,4.1.0,CRAN,NA
showtext,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9-2,NA,"sysfonts (>= 0.7.1), showtextdb (>= 2.0)",grDevices,yes,4.1.0,CRAN,NA
showtextdb,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.0,NA,NA,"sysfonts (>= 0.7), utils",no,4.1.0,CRAN,NA
skimr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.3,NA,R (>= 3.1.2),"cli, crayon, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>=
1.5), purrr, repr, rlang (>= 0.3.1), stats, stringr (>= 1.1),
tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect (>= 1.0.0),
vctrs, withr",no,4.1.0,ropensci/skimr,GitHub
slam,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-48,NA,R (>= 3.4.0),stats,yes,4.1.0,CRAN,NA
slider,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.2,NA,R (>= 3.3.0),"ellipsis (>= 0.3.1), glue, rlang (>= 0.4.5), vctrs (>= 0.3.6),
warp",yes,4.1.0,CRAN,NA
snakecase,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.11.0,NA,R (>= 3.2),"stringr, stringi",no,4.1.0,CRAN,NA
SnowballC,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0,NA,NA,NA,yes,4.1.0,CRAN,NA
sodium,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1,NA,NA,NA,yes,4.1.0,CRAN,NA
sourcetools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.7,NA,R (>= 3.0.2),NA,yes,4.1.0,CRAN,NA
sp,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4-5,NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",yes,4.1.0,CRAN,NA
spam,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.6-0,NA,"R (>= 3.1), dotCall64, grid, methods",NA,yes,4.1.0,CRAN,NA
sparkline,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0,NA,NA,"htmltools, htmlwidgets (>= 0.8)",no,4.1.0,CRAN,NA
SparseM,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.81,NA,"R (>= 2.15), methods","graphics, stats, utils",yes,4.1.0,CRAN,NA
spatial,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,7.3-14,recommended,"R (>= 3.0.0), graphics, stats, utils",NA,yes,4.1.0,CRAN,NA
spatialwidget,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.3,NA,R (>= 3.3.0),Rcpp,yes,4.1.0,CRAN,NA
spData,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.8,NA,R (>= 3.3.0),"sp, raster",no,4.1.0,CRAN,NA
spiderbar,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.4,NA,R (>= 3.2.0),Rcpp,yes,4.1.0,CRAN,NA
splitstackshape,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.8,NA,R (>= 2.10),data.table (>= 1.9.4),no,4.1.0,CRAN,NA
SQUAREM,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2021.1,NA,R (>= 3.0),NA,no,4.1.0,CRAN,NA
StanHeaders,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.21.0-7,NA,R (>= 3.4.0),RcppParallel (>= 5.0.1),yes,4.1.0,CRAN,NA
stars,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5-2,NA,"R (>= 3.3.0), abind, sf (>= 0.9-7)","methods, parallel, classInt (>= 0.4-1), lwgeom, rlang, units",no,4.1.0,CRAN,NA
statcastr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.0.9003,NA,"R (>= 3.4.0), etl","dplyr, baseballr, fs, lubridate, readr, stringr",no,4.1.0,beanumber/statcastr,GitHub
statebins,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0,NA,"R (>= 3.5.0),","ggplot2 (>= 2.2.1), scales (>= 0.5.0), grid",no,4.1.0,CRAN,NA
statmod,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.36,NA,R (>= 3.0.0),"stats, graphics",yes,4.1.0,CRAN,NA
stopwords,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.2,NA,R (>= 2.10),ISOcodes,no,4.1.0,CRAN,NA
stringdist,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9.6.3,NA,R (>= 2.15.3),parallel,yes,4.1.0,CRAN,NA
stringfish,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.15.2,NA,R (>= 3.0.2),"Rcpp, RcppParallel",yes,4.1.0,CRAN,NA
stringi,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7.4,NA,R (>= 3.1),"tools, utils, stats",yes,4.1.0,CRAN,NA
stringr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0.9000,NA,R (>= 3.3),"cli, ellipsis, glue (>= 1.2.0), lifecycle, magrittr, rlang,
stringi (>= 1.5.3), vctrs, withr",no,4.1.0,tidyverse/stringr,GitHub
styler,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.1,NA,NA,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 2.0.0),
purrr (>= 0.2.3), R.cache (>= 0.14.0), rematch2 (>= 2.0.1),
rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>= 1.4.2), tools,
withr (>= 1.0.0), xfun (>= 0.1)",no,4.1.0,CRAN,NA
survey,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.0,NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",no,4.1.0,CRAN,NA
survival,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.2-11,recommended,R (>= 3.5.0),"graphics, Matrix, methods, splines, stats, utils",yes,4.1.0,CRAN,NA
survivoR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9.3,NA,R (>= 3.5.0),"dplyr, tidyr, ggplot2, stringr, magrittr",no,4.1.0,CRAN,NA
svglite,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.0,NA,R (>= 3.0.0),systemfonts (>= 1.0.0),yes,4.1.0,CRAN,NA
swagger,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.33.1,NA,NA,NA,no,4.1.0,CRAN,NA
swirl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.4.5,NA,R (>= 3.1.0),"stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods",no,4.1.0,CRAN,NA
sys,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.4,NA,NA,NA,yes,4.1.0,CRAN,NA
sysfonts,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.8.3,NA,NA,NA,yes,4.1.0,CRAN,NA
systemfonts,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.2.9000,NA,R (>= 3.2.0),NA,yes,4.1.0,r-lib/systemfonts,GitHub
tableone,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.12.0,NA,NA,"survey, MASS, e1071, zoo, gmodels, nlme, labelled",no,4.1.0,CRAN,NA
TeachingDemos,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.12,NA,R (>= 2.10),NA,no,4.1.0,CRAN,NA
teamcolors,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.4,NA,R (>= 3.5),"dplyr, ggplot2, tibble, tidyr",no,4.1.0,CRAN,NA
tesseract,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,4.1.1,NA,NA,"Rcpp (>= 0.12.12), pdftools (>= 1.5), curl, rappdirs, digest",yes,4.1.0,CRAN,NA
testthat,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.0.2,NA,R (>= 3.1),"brio, callr (>= 3.5.1), cli (>= 2.2.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 0.4.9), utils, waldo (>=
0.2.4), withr (>= 2.3.0)",yes,4.1.0,CRAN,NA
textshaping,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.4,NA,R (>= 3.2.0),systemfonts (>= 1.0.0),yes,4.1.0,CRAN,NA
thematic,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.2,NA,R (>= 3.0.0),"utils, graphics, grDevices, grid, farver, rlang, scales,
rstudioapi (>= 0.8), rappdirs, ggplot2 (>= 3.3.0)",no,4.1.0,CRAN,NA
threejs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.3,NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",no,4.1.0,CRAN,NA
tibble,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.1.3,NA,R (>= 3.1.0),"ellipsis (>= 0.3.2), fansi (>= 0.4.0), lifecycle (>= 0.2.0),
magrittr, methods, pillar (>= 1.6.0), pkgconfig, rlang (>=
0.4.3), utils, vctrs (>= 0.3.8)",yes,4.1.0,CRAN,NA
tictoc,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.1,NA,"R (>= 3.0.3), methods",NA,no,4.1.0,CRAN,NA
tidycensus,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0,NA,R (>= 3.3.0),"httr, sf, dplyr (>= 1.0.0), tigris, stringr, jsonlite (>=
1.5.0), purrr, rvest, tidyr (>= 1.0.0), rappdirs, readr, xml2,
units, utils, rlang",no,4.1.0,walkerke/tidycensus,GitHub
tidyjson,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.1,NA,R (>= 3.1.0),"assertthat, jsonlite, purrr, dplyr (>= 1.0.0), magrittr, tidyr
(>= 1.0.0), tibble, rlang",no,4.1.0,CRAN,NA
tidymodels,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.3,NA,R (>= 3.1),"broom (>= 0.7.6), cli (>= 2.4.0), conflicted (>= 1.0.4), dials
(>= 0.0.9), dplyr (>= 1.0.5), ggplot2 (>= 3.3.3), infer (>=
0.5.4), modeldata (>= 0.1.0), parsnip (>= 0.1.5), purrr (>=
0.3.4), recipes (>= 0.1.16), rlang (>= 0.4.10), rsample (>=
0.0.9), rstudioapi (>= 0.13), tibble (>= 3.1.0), tidyr (>=
1.1.3), tune (>= 0.1.3), workflows (>= 0.2.2), workflowsets (>=
0.0.2), yardstick (>= 0.0.8)",no,4.1.0,CRAN,NA
tidyposterior,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 2.10),"rsample (>= 0.0.2), tidyr (>= 0.7.1), dplyr (> 1.0.0),
rstanarm (>= 2.21.1), rlang, utils, purrr, tibble, generics,
ggplot2, vctrs (>= 0.3.0), tune (>= 0.1.2.9000), workflowsets",no,4.1.0,CRAN,NA
tidypredict,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.8,NA,R (>= 3.1),"dplyr (>= 0.7), rlang, purrr, knitr, generics, stringr,
tibble, tidyr",no,4.1.0,CRAN,NA
tidyquant,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.3,NA,"R (>= 3.5.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 1.0.0), ggplot2, jsonlite, httr, curl, lazyeval,
magrittr, purrr, Quandl, riingo, readr, alphavantager (>=
0.1.2), stringr, tibble, tidyr (>= 1.0.0), timetk (>= 2.4.0),
timeDate, TTR, xts, rlang, tidyselect, rstudioapi, crayon, cli,
janitor",no,4.1.0,CRAN,NA
tidyr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.3,NA,R (>= 3.1),"dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.6)",yes,4.1.0,CRAN,NA
tidyselect,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.1,NA,R (>= 3.2),"ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.3.0)",yes,4.1.0,CRAN,NA
tidytext,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.1,NA,R (>= 2.10),"rlang (>= 0.4.10), tibble, dplyr, stringr, hunspell, generics,
lifecycle, Matrix, tokenizers, janeaustenr, purrr (>= 0.1.1),
methods, vctrs",no,4.1.0,CRAN,NA
TidyTuesdayAltText,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.0.9000,NA,R (>= 2.10),tibble,no,4.1.0,spcanelon/TidyTuesdayAltText,GitHub
tidytuesdaymeta,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,NA,no,4.1.0,jthomasmock/tidytuesdaymeta,GitHub
tidytuesdayR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.1.9000,NA,R (>= 3.4.0),"readxl (>= 1.0.0), rvest (>= 0.3.2), tools (>= 3.1.0),
lubridate (>= 1.7.0), purrr (>= 0.2.5), readr (>= 1.0.0),
rstudioapi (>= 0.2), xml2 (>= 1.2.0), httr, jsonlite, magrittr,
usethis",no,4.1.0,thebioengineer/tidytuesdayR,GitHub
tidyverse,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.1,NA,R (>= 3.3),"broom (>= 0.7.6), cli (>= 2.4.0), crayon (>= 1.4.1), dbplyr
(>= 2.1.1), dplyr (>= 1.0.5), dtplyr (>= 1.1.0), forcats (>=
0.5.1), googledrive (>= 1.0.1), googlesheets4 (>= 0.3.0),
ggplot2 (>= 3.3.3), haven (>= 2.3.1), hms (>= 1.0.0), httr (>=
1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.7.10), magrittr
(>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.0), purrr (>=
0.3.4), readr (>= 1.4.0), readxl (>= 1.3.1), reprex (>= 2.0.0),
rlang (>= 0.4.10), rstudioapi (>= 0.13), rvest (>= 1.0.0),
stringr (>= 1.4.0), tibble (>= 3.1.0), tidyr (>= 1.1.3), xml2
(>= 1.3.2)",no,4.1.0,CRAN,NA
tidyxl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.7,NA,R (>= 3.2.0),Rcpp,yes,4.1.0,CRAN,NA
tigris,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0.9000,NA,R (>= 3.3.0),"stringr, magrittr, rgdal, sp, utils, rappdirs, maptools, httr,
uuid, sf, dplyr, methods",no,4.1.0,walkerke/tigris,GitHub
timeDate,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3043.102,NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,no,4.1.0,CRAN,NA
timetk,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.6.1,NA,R (>= 3.3.0),"recipes (>= 0.1.4), rsample, dplyr (>= 1.0.0), ggplot2,
forcats, stringr, plotly, lubridate (>= 1.6.0), padr (>=
0.5.2), purrr (>= 0.2.2), readr (>= 1.3.0), stringi (>= 1.4.6),
tibble (>= 3.0.3), tidyr (>= 1.1.0), xts (>= 0.9-7), zoo (>=
1.7-14), rlang (>= 0.4.7), tidyselect (>= 1.1.0), slider,
anytime, timeDate, forecast, hms, assertthat, generics",no,4.1.0,CRAN,NA
tinytest,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.4,NA,NA,"parallel, utils",no,4.1.0,CRAN,NA
tinytex,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.32,NA,NA,xfun (>= 0.23),no,4.1.0,CRAN,NA
tm,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7-8,NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2",yes,4.1.0,CRAN,NA
tmap,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.3-1,NA,"R (>= 3.5.0), methods","tmaptools (>= 3.1), sf (>= 0.9-7), stars (>= 0.5-0), units (>=
0.6-1), grid, RColorBrewer, viridisLite, classInt (>= 0.4-3),
htmltools, htmlwidgets, widgetframe, leaflet (>= 2.0.2),
leafsync, leafem (>= 0.1), stats, abind, rlang, utils",no,4.1.0,CRAN,NA
tmaptools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.1-1,NA,"R (>= 3.5), methods","sf (>= 0.9.2), lwgeom (>= 0.1-4), stars (>= 0.4-1), units (>=
0.6-1), grid, magrittr, RColorBrewer, viridisLite, stats,
dichromat, XML",no,4.1.0,CRAN,NA
TMB,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7.20,NA,R (>= 3.0.0),"graphics, methods, stats, utils, Matrix (>= 1.0-12)",yes,4.1.0,CRAN,NA
tmvnsim,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0-2,NA,NA,NA,yes,4.1.0,CRAN,NA
tokenizers,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.1,NA,R (>= 3.1.3),"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)",yes,4.1.0,CRAN,NA
tomtom,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,NA,no,4.1.0,jthomasmock/tomtom,GitHub
topicmodels,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2-12,NA,R (>= 2.15.0),"stats4, methods, modeltools, slam, tm (>= 0.6)",yes,4.1.0,CRAN,NA
transformr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.3,NA,NA,"Rcpp (>= 0.12.15), tweenr, rlang, sf, lpSolve",yes,4.1.0,CRAN,NA
triebeard,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.0,NA,NA,Rcpp,yes,4.1.0,CRAN,NA
trimcluster,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-5,NA,R (>= 1.9.0),NA,no,4.1.0,CRAN,NA
tseries,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.10-48,NA,R (>= 2.10.0),"graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",yes,4.1.0,CRAN,NA
tsibble,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.1,NA,R (>= 3.2.0),"anytime (>= 0.3.1), dplyr (>= 1.0.0), ellipsis (>= 0.3.0),
generics, lifecycle, lubridate (>= 1.7.0), methods, rlang (>=
0.4.6), tibble (>= 3.0.0), tidyselect (>= 1.0.0), vctrs (>=
0.3.1)",no,4.1.0,CRAN,NA
tsibbledata,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.0,NA,R (>= 3.1.3),tsibble (>= 0.9.0),no,4.1.0,CRAN,NA
TTR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.24.2,NA,NA,"xts (>= 0.10-0), zoo, curl",yes,4.1.0,CRAN,NA
tune,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.5,NA,R (>= 2.10),"cli (>= 2.0.0), dials (>= 0.0.9), dplyr (>= 1.0.0), foreach,
generics (>= 0.1.0), ggplot2, glue, GPfit, parsnip (>= 0.1.4),
purrr (>= 0.3.2), recipes (>= 0.1.15), rlang (>= 0.4.0),
rsample (>= 0.0.9), tibble (>= 3.1.0), tidyr, vctrs (>= 0.3.0),
workflows (>= 0.2.2), yardstick (>= 0.0.7)",no,4.1.0,CRAN,NA
tweenr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.2,NA,R (>= 3.2.0),"Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang",yes,4.1.0,CRAN,NA
twitteR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1.9,NA,R (>= 2.12.0),"methods, bit64, rjson, DBI (>= 0.3.1), httr (>= 1.0.0)",no,4.1.0,CRAN,NA
tzdb,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.2,NA,R (>= 3.3),NA,yes,4.1.0,CRAN,NA
udapi,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.3,NA,NA,"httr, curl",no,4.1.0,CRAN,NA
units,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7-1,NA,R (>= 3.0.2),Rcpp,yes,4.1.0,CRAN,NA
unpivotr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.6.1,NA,R (>= 3.2.0),"methods, rlang, magrittr, dplyr, forcats, purrr, tidyr,
pillar, tibble (>= 2.1.1), cellranger, xml2, tidyselect",no,4.1.0,CRAN,NA
unvotes,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.0,NA,R (>= 2.10),NA,no,4.1.0,CRAN,NA
urca,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3-0,NA,"R (>= 2.0.0), methods","nlme, graphics, stats",yes,4.1.0,CRAN,NA
urlshorteneR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.3,NA,R (>= 3.6),"httr (>= 1.4.2), jsonlite (>= 1.7.1), stringr (>= 1.4.0),
lubridate (>= 1.7.9), assertthat (>= 0.2.1), shiny (>= 1.5.0),
clipr (>= 0.7.1), miniUI (>= 0.1.1.1), cli (>= 2.0.2)",no,4.1.0,CRAN,NA
urltools,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.7.3,NA,R (>= 2.10),"Rcpp, methods, triebeard",yes,4.1.0,CRAN,NA
usa,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,R (>= 3.2),tibble (>= 2.1.3),no,4.1.0,CRAN,NA
usemodels,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,"tune (>= 0.1.2), cli, recipes (>= 0.1.15), rlang, purrr,
dplyr, tidyr",no,4.1.0,CRAN,NA
